2014/06/12, 23:27:08, 1, 1, 1, 12
2014/06/12, 23:27:46, 1, 1, 2, 12
2014/06/14, 18:55:06, 0, 1, 0, 14
2014/06/14, 18:55:15, 1, 1, 2, 34
2014/06/14, 18:55:46, 1, 1, 2, 32
2014/06/19, 00:12:33, 0, 0, 0, 12
2014/06/19, 00:12:44, 0, 0, 0, 45
2014/06/19, 00:12:50, 0, 0, 0, 66
