2014/06/12, 23:27:46, 1, 1, 2, 12
2014/06/14, 18:55:15, 1, 1, 2, 34
2014/06/14, 18:55:46, 1, 1, 2, 32
2014/06/19, 13:02:57, 1, 1, 1, 15
2014/06/20, 01:06:58, 0, 0, 0, 2
2014/06/21, 10:33:21, 1, 1, 0, 12
2014/06/21, 10:33:23, 1, 1, 0, 22
2014/06/21, 10:33:25, 1, 1, 0, 42
2014/06/21, 10:33:28, 0, 0, 0, 23
2014/06/21, 10:33:33, 0, 1, 1, 22
